Threshold,Sample Efficiency,Percent Change
0.0,0.00020833333333333335,0.0
0.2,0.00020833333333333335,0.0
0.21000000000000002,0.00020833333333333335,0.0
0.22,0.00020833333333333335,0.0
0.23,0.00020833333333333335,0.0
0.24000000000000002,0.00020833333333333335,0.0
0.25,0.00020833333333333335,0.0
0.26,0.00020833333333333335,0.0
0.27,0.00020833333333333335,0.0
0.28,0.00020833333333333335,0.0
0.29000000000000004,0.0002081725454204126,-0.07717819820196072
0.30000000000000004,0.0002081725454204126,-0.07717819820196072
0.31,0.0002080982825623668,-0.11282437006394225
0.32,0.0002088103690943848,0.2289771653046996
0.33,0.0002088103690943848,0.2289771653046996
0.34,0.0002088103690943848,0.2289771653046996
0.35,0.00020856109662770162,0.10932638129677094
0.36,0.00020832454771644245,-0.004217096107629603
0.37,0.0002086021960352889,0.12905409693866193
0.38,0.00020835097823325145,0.00846955196069036
0.39,0.00020828905419766205,-0.0212539851222231
0.4,0.00020803641700878518,-0.1425198357831196
0.41000000000000003,0.00020754152965794082,-0.3800657641884119
0.42000000000000004,0.00020755322563389324,-0.3744516957312517
0.43000000000000005,0.0002074875958502481,-0.40595399188092346
0.44,0.00020732074497827862,-0.48604241042626667
0.45,0.00020919676337083086,0.41444641799880455
0.46,0.00020876826722338206,0.20876826722338124
0.47000000000000003,0.00020822210357714896,-0.05339028296850578
0.48000000000000004,0.00020811748276949413,-0.10360827064282568
0.49,0.00020888556605269716,0.26507170529463214
0.5,0.0002096358955498345,0.6252298639205502
0.51,0.00021044824549205026,1.0151578361841185
0.52,0.00021048710067989197,1.033808326348141
0.53,0.00020930395898204293,0.4659003113806001
0.54,0.0002098420209842021,0.7241700724170025
0.55,0.00020949452239092832,0.5573707476455884
0.56,0.00020912733313788724,0.38111990618586683
0.5700000000000001,0.0002107375815353738,1.1540391369794156
0.5800000000000001,0.00021069651112851477,1.134325341687085
0.5900000000000001,0.00021039698994087383,0.9905551716194329
0.6000000000000001,0.00020931071815229158,0.4691447130999527
0.6100000000000001,0.000209023178807947,0.3311258278145598
0.62,0.00020876826722338206,0.20876826722338124
0.63,0.0002147820593809223,3.095388502842699
