Threshold,Sample Efficiency,Percent Change
0.0,0.00019613227160396971,0.0
0.01,0.00019613227160396971,0.0
0.02,0.00019613227160396971,0.0
0.03,0.00019613227160396971,0.0
0.04,0.00019613227160396971,0.0
0.05,0.00019613227160396971,0.0
0.06,0.00019613227160396971,0.0
0.07,0.00019613227160396971,0.0
0.08,0.00019613227160396971,0.0
0.09,0.00019613227160396971,0.0
0.1,0.00019613227160396971,0.0
0.11,0.00019613227160396971,0.0
0.12,0.00019613227160396971,0.0
0.13,0.00019613227160396971,0.0
0.14,0.00019613227160396971,0.0
0.15,0.00019613227160396971,0.0
0.16,0.00019613227160396971,0.0
0.17,0.00019613227160396971,0.0
0.18,0.00019613227160396971,0.0
0.19,0.00019613227160396971,0.0
0.2,0.00019613227160396971,0.0
0.21,0.00019613227160396971,0.0
0.22,0.00019613227160396971,0.0
0.23,0.00019613227160396971,0.0
0.24,0.00019613227160396971,0.0
0.25,0.00019613227160396971,0.0
0.26,0.00019613227160396971,0.0
0.27,0.0001960909336145376,-0.021076587291859936
0.28,0.00019604957169350328,-0.042165376350415985
0.29,0.00019597623471604255,-0.079556967678544
0.3,0.0001959013437137918,-0.11774089408610612
0.31,0.00019586250294973648,-0.1375442460473564
0.32,0.0001958037555286229,-0.1674972061763221
0.33,0.00019574293071266996,-0.19850934683809168
0.34,0.0001957686799639762,-0.18538083356708776
0.35000000000000003,0.00019578694550100828,-0.17606796685591544
0.36,0.00019581599525342344,-0.16125666008952425
0.37,0.00019569564333412947,-0.22261928966074473
0.38,0.00019584946511326168,-0.14419171735239764
0.39,0.00019605675547282783,-0.03850265462400037
0.4,0.0001959378924398001,-0.09910616064352097
0.41000000000000003,0.00019576608257441415,-0.18670513860919843
0.42,0.00019581323943294285,-0.162661742719757
0.43,0.00019563427309772364,-0.253909518394624
0.44,0.00019600435565234783,-0.06521922709393636
0.45,0.00019590928120980013,-0.11369388237130601
0.46,0.00019532374722881,-0.41223423791892705
0.47000000000000003,0.0001951387071447265,-0.5065787751897397
0.48,0.0001954161665472583,-0.3651133242148755
0.49,0.00019562121472949497,-0.2605674580196927
0.5,0.00019617370050305845,0.02112293848938427
0.51,0.00019612273680851315,-0.004861410811486355
0.52,0.00019593488932908448,-0.1006373266729854
0.53,0.00019589781045769447,-0.11954236003989575
0.54,0.0001952969705512784,-0.42588659472519763
0.55,0.00019510792457372384,-0.5222735768411598
0.56,0.00019521835048008282,-0.46597182422497085
0.5700000000000001,0.00019510835639732681,-0.5220534072589488
0.58,0.00019561913606349037,-0.2616272866687959
0.59,0.0001970854880366167,0.4860069303493965
0.6,0.0001967557377146982,0.31788043121602744
0.61,0.00019574771637739772,-0.19606932781999786
0.62,0.00019531518104893666,-0.4166017903891519
0.63,0.00019589487421467077,-0.12103943290796196
0.64,0.00019476823195778482,-0.6954692540038282
0.65,0.0001945482309366776,-0.807638974625551
0.66,0.00019444738794108297,-0.8590547843594328
0.67,0.0001941956480809059,-0.9874068694693183
0.68,0.00019359757568738722,-1.2923400600287527
0.6900000000000001,0.0001938297574369544,-1.1739598731944274
0.7000000000000001,0.00019336358512820216,-1.4116424865348476
0.71,0.00019311821243003368,-1.536748210423028
0.72,0.00019214111826009258,-2.0349294439091934
0.73,0.00019230467978983713,-1.951535962353641
0.74,0.0001922984809633445,-1.954696496029177
0.75,0.00019321136685916958,-1.489252493183797
0.76,0.0001919899683970617,-2.111994713074121
0.77,0.00019149938085355006,-2.3621256780089634
0.78,0.0001918759810207285,-2.1701123167713616
0.79,0.00019105410747942813,-2.5891527605387745
0.8,0.00019156649494371302,-2.3279068879984766
0.81,0.0001911500563008217,-2.540232294463042
0.8200000000000001,0.00019147153538570278,-2.376322968245578
0.8300000000000001,0.00019186993203752087,-2.1731964513496087
0.84,0.0001917625056064722,-2.227968891484089
0.85,0.00019152650775267497,-2.3482947572211383
0.86,0.00019132641742170792,-2.450312813367998
0.87,0.00019217443525661754,-2.0179424400609802
0.88,0.00019272132840058505,-1.7391035016777068
0.89,0.0001920452571768851,-2.08380517579336
0.9,0.00019201184820529936,-2.100839074046066
0.91,0.00019150685080647356,-2.358317047811387
0.92,0.0001909189384365409,-2.6580700487452575
0.93,0.00018806617640619024,-4.11257929753984
0.9400000000000001,0.000186817176618147,-4.7493943294715635
0.9500000000000001,0.00018594111347374628,-5.196063884275719
0.96,0.00018575528986026048,-5.2908079118475895
0.97,0.00018651701531737644,-4.902434570282447
0.98,0.0001854592298438182,-5.441757071830851
0.99,0.0001838229896195804,-6.276010512560741
1.0,0.00018382396133979236,-6.275515071293464
