Threshold,Sample Efficiency,Percent Change
0.0,0.00020833333333333335,0.0
1.0,0.00021132221791392012,1.434664598681653
1.01,0.0002119231530996237,1.7231134878193701
1.02,0.0002113275577144574,1.437227702939551
1.03,0.00021140785375070215,1.4757698003370257
1.04,0.00021091430326610015,1.2388655677280638
1.05,0.00021061368470197644,1.094568656948686
1.06,0.00020963247976648534,0.6235902879129585
1.07,0.00020905923344947735,0.3484320557491224
1.08,0.00020979801361455195,0.7030465349849292
1.09,0.0002082092304201061,-0.05956939834908352
1.1,0.00020667223165711984,-0.797328804582483
1.11,0.00020572239300070937,-1.2532513596595065
1.12,0.00020704448658563125,-0.6186464388970069
1.13,0.0002065848934796643,-0.8392511297611402
1.1400000000000001,0.00020394289598912304,-2.107409925220945
1.15,0.00020439979213580462,-1.8880997748137909
1.16,0.0002023050082825221,-2.893596024389393
1.17,0.0002060485211033566,-1.0967098703888343
1.18,0.00020480957312162006,-1.6914049016223751
1.19,0.00020702609807761482,-0.6274729227448949
1.2,0.00020832454771644245,-0.004217096107629603
1.21,0.0002089975203684024,0.31880977683315137
1.22,0.00020732679769219946,-0.48313710774426644
1.23,0.00021265613709094662,2.07494580365437
1.24,0.00021963467799790298,5.424645438993425
1.25,0.00021983331320207753,5.51999033699721
1.26,0.0002183261660602051,4.796559708898444
1.27,0.00022407354208560758,7.555300201091633
1.28,0.00023209283713485394,11.404561824729882
1.29,0.00023178510466265385,11.256850238073838
1.3,0.00022575020647884738,8.360099109846734
1.31,0.00022366318954985433,7.358330983930072
1.32,0.00022204599524187153,6.582077716098329
1.33,0.00022471910112359551,7.86516853932584
1.34,0.00023106546854942235,10.91142490372272
1.35,0.000248072410325176,19.074756956084485
1.3599999999999999,0.00024771136241249326,18.901453957996754
1.37,0.000247632920611799,18.86380189366351
1.38,0.00024260803639120546,16.45185746777861
1.3900000000000001,0.0002422145328719723,16.2629757785467
1.4,0.00024384633080285254,17.046238785369212
1.4100000000000001,0.0002396804260985353,15.04660452729693
1.42,0.000228003507746273,9.441683718211038
1.43,0.0002185792349726776,4.918032786885239
1.44,0.00020931071815229158,0.4691447130999527
1.45,0.00020497803806734992,-1.6105417276720448
1.46,0.00019543973941368078,-6.188925081433232
1.47,0.00017423200366804218,-16.36863823933976
1.48,0.00018163471241170536,-12.815338042381436
1.49,0.00015706806282722512,-24.607329842931946
1.5,0.00015706806282722512,-24.607329842931946
1.51,0.00015706806282722512,-24.607329842931946
1.52,0.00015706806282722512,-24.607329842931946
1.53,0.0001646090534979424,-20.98765432098765
1.54,0.0001533406352683461,-26.396495071193872
1.55,0.00014388489208633093,-30.935251798561158
1.56,0.00013245033112582781,-36.42384105960265
1.57,0.00013245033112582781,-36.42384105960265
1.58,9.132420091324201e-05,-56.16438356164384
1.5899999999999999,6.269592476489028e-05,-69.90595611285268
1.6,3.454231433506045e-05,-83.41968911917098
1.6099999999999999,0.0,-100.0
1.62,0.0,-100.0
1.63,0.0,-100.0
1.6400000000000001,0.0,-100.0
1.65,0.0,-100.0
1.6600000000000001,0.0,-100.0
1.67,0.0,-100.0
1.6800000000000002,0.0,-100.0
1.69,0.0,-100.0
1.7000000000000002,0.0,-100.0
1.71,0.0,-100.0
1.72,0.0,-100.0
1.73,0.0,-100.0
1.74,0.0,-100.0
1.75,0.0,-100.0
1.76,0.0,-100.0
1.77,0.0,-100.0
1.78,0.0,-100.0
1.79,0.0,-100.0
1.8,0.0,-100.0
1.81,0.0,-100.0
1.82,0.0,-100.0
1.83,0.0,-100.0
1.8399999999999999,0.0,-100.0
1.85,0.0,-100.0
1.8599999999999999,0.0,-100.0
1.87,0.0,-100.0
1.88,0.0,-100.0
1.8900000000000001,0.0,-100.0
1.9,0.0,-100.0
1.9100000000000001,0.0,-100.0
1.92,0.0,-100.0
1.9300000000000002,0.0,-100.0
1.94,0.0,-100.0
1.9500000000000002,0.0,-100.0
1.96,0.0,-100.0
1.97,0.0,-100.0
1.98,0.0,-100.0
1.99,0.0,-100.0
2.0,0.0,-100.0
